Token,Lexeme,Form,Stem,Rule
δώμεθα,lsj.n26447,forms.3133220000,irregverb.irregverbn26447as10,irreginfl.irregular2
δῶσθε,lsj.n26447,forms.3233220000,irregverb.irregverbn26447as11,irreginfl.irregular2
δῶνται,lsj.n26447,forms.3333220000,irregverb.irregverbn26447as12,irreginfl.irregular2
ἐδίδουν,lsj.n26447,forms.3112110000,irregverb.irregverbn26447imp1,irreginfl.irregular2
ἐδίδους,lsj.n26447,forms.3212110000,irregverb.irregverbn26447imp2,irreginfl.irregular2
ἐδίδου,lsj.n26447,forms.3312110000,irregverb.irregverbn26447imp3,irreginfl.irregular2
ἐδίδομεν,lsj.n26447,forms.3132110000,irregverb.irregverbn26447imp4,irreginfl.irregular2
ἐδίδοτε,lsj.n26447,forms.3232110000,irregverb.irregverbn26447imp5,irreginfl.irregular2
ἐδίδουν,lsj.n26447,forms.3332110000,irregverb.irregverbn26447imp6,irreginfl.irregular2
δίδομαι,lsj.n26447,forms.3112120000,irregverb.irregverbn26447imp7,irreginfl.irregular2
δίδοσαι,lsj.n26447,forms.3212120000,irregverb.irregverbn26447imp8,irreginfl.irregular2
δίδοται,lsj.n26447,forms.3312120000,irregverb.irregverbn26447imp9,irreginfl.irregular2
διδόμεθα,lsj.n26447,forms.3132120000,irregverb.irregverbn26447imp10,irreginfl.irregular2
διδόσθε,lsj.n26447,forms.3232120000,irregverb.irregverbn26447imp11,irreginfl.irregular2
δίδονται,lsj.n26447,forms.3332120000,irregverb.irregverbn26447imp12,irreginfl.irregular2
ἐδιδόμην,lsj.n26447,forms.3112130000,irregverb.irregverbn26447imp13,irreginfl.irregular2
ἐδίδοσο,lsj.n26447,forms.3212130000,irregverb.irregverbn26447imp14,irreginfl.irregular2
ἐδίδοτο,lsj.n26447,forms.3312130000,irregverb.irregverbn26447imp15,irreginfl.irregular2
ἐδιδόμεθα,lsj.n26447,forms.3132130000,irregverb.irregverbn26447imp16,irreginfl.irregular2
ἐδίδεσθε,lsj.n26447,forms.3232130000,irregverb.irregverbn26447imp17,irreginfl.irregular2
ἐδίδοντο,lsj.n26447,forms.3332130000,irregverb.irregverbn26447imp18,irreginfl.irregular2
δίδωμι,lsj.n26447,forms.3111110000,irregverb.irregverbn26447p1,irreginfl.irregular2
δίδως,lsj.n26447,forms.3211110000,irregverb.irregverbn26447p2,irreginfl.irregular2
δίδωσι,lsj.n26447,forms.3311110000,irregverb.irregverbn26447p3,irreginfl.irregular2
δίδωσιν,lsj.n26447,forms.3311110000,irregverb.irregverbn26447p3b,irreginfl.irregular2
δίδομεν,lsj.n26447,forms.3131110000,irregverb.irregverbn26447p4,irreginfl.irregular2
δίδοτε,lsj.n26447,forms.3231110000,irregverb.irregverbn26447p5,irreginfl.irregular2
διδόασι,lsj.n26447,forms.3331110000,irregverb.irregverbn26447p6,irreginfl.irregular2
διδόασιν,lsj.n26447,forms.3331110000,irregverb.irregverbn26447p6b,irreginfl.irregular2
δίδομαι,lsj.n26447,forms.3111120000,irregverb.irregverbn26447p7,irreginfl.irregular2
δίδοσαι,lsj.n26447,forms.3211120000,irregverb.irregverbn26447p8,irreginfl.irregular2
δίδοται,lsj.n26447,forms.3311120000,irregverb.irregverbn26447p9,irreginfl.irregular2
διδόμεθα,lsj.n26447,forms.3131120000,irregverb.irregverbn26447p10,irreginfl.irregular2
διδόσθε,lsj.n26447,forms.3231120000,irregverb.irregverbn26447p11,irreginfl.irregular2
δίδονται,lsj.n26447,forms.3331120000,irregverb.irregverbn26447p12,irreginfl.irregular2
δίδομαι,lsj.n26447,forms.3111130000,irregverb.irregverbn26447p13,irreginfl.irregular2
δίδοσαι,lsj.n26447,forms.3211130000,irregverb.irregverbn26447p14,irreginfl.irregular2
δίδοται,lsj.n26447,forms.3311130000,irregverb.irregverbn26447p15,irreginfl.irregular2
διδόμεθα,lsj.n26447,forms.3131130000,irregverb.irregverbn26447p16,irreginfl.irregular2
διδόσθε,lsj.n26447,forms.3231130000,irregverb.irregverbn26447p17,irreginfl.irregular2
δίδονται,lsj.n26447,forms.3331130000,irregverb.irregverbn26447p18,irreginfl.irregular2
δίδου,lsj.n26447,forms.3211410000,irregverb.irregverbn26447impv2,irreginfl.irregular2
διδότω,lsj.n26447,forms.3311410000,irregverb.irregverbn26447impv3,irreginfl.irregular2
δίδοτε,lsj.n26447,forms.3231410000,irregverb.irregverbn26447impv5,irreginfl.irregular2
διδόντων,lsj.n26447,forms.3331410000,irregverb.irregverbn26447impv6,irreginfl.irregular2
διδοίην,lsj.n26447,forms.3111310000,irregverb.irregverbn26447po1,irreginfl.irregular2
διδοίης,lsj.n26447,forms.3211310000,irregverb.irregverbn26447po2,irreginfl.irregular2
διδοίη,lsj.n26447,forms.3311310000,irregverb.irregverbn26447po3,irreginfl.irregular2
διδοῖμεν,lsj.n26447,forms.3131310000,irregverb.irregverbn26447po4,irreginfl.irregular2
διδοῖτε,lsj.n26447,forms.3231310000,irregverb.irregverbn26447po5,irreginfl.irregular2
διδοῖεν,lsj.n26447,forms.3331310000,irregverb.irregverbn26447po6,irreginfl.irregular2
διδοίμην,lsj.n26447,forms.3111320000,irregverb.irregverbn26447po7,irreginfl.irregular2
διδοῖο,lsj.n26447,forms.3211320000,irregverb.irregverbn26447po8,irreginfl.irregular2
διδοῖτο,lsj.n26447,forms.3311320000,irregverb.irregverbn26447po9,irreginfl.irregular2
διδοίμεθα,lsj.n26447,forms.3131320000,irregverb.irregverbn26447po10,irreginfl.irregular2
διδοῖσθε,lsj.n26447,forms.3231320000,irregverb.irregverbn26447po11,irreginfl.irregular2
διδοῖντο,lsj.n26447,forms.3331320000,irregverb.irregverbn26447po12,irreginfl.irregular2
διδοίμην,lsj.n26447,forms.3111330000,irregverb.irregverbn26447po13,irreginfl.irregular2
διδοῖο,lsj.n26447,forms.3211330000,irregverb.irregverbn26447po14,irreginfl.irregular2
διδοῖτο,lsj.n26447,forms.3311330000,irregverb.irregverbn26447po15,irreginfl.irregular2
διδοίμεθα,lsj.n26447,forms.3131330000,irregverb.irregverbn26447po16,irreginfl.irregular2
διδοῖσθε,lsj.n26447,forms.3231330000,irregverb.irregverbn26447po17,irreginfl.irregular2
διδοῖντο,lsj.n26447,forms.3331330000,irregverb.irregverbn26447po18,irreginfl.irregular2
διδῶ,lsj.n26447,forms.3111210000,irregverb.irregverbn26447ps1,irreginfl.irregular2
διδῶς,lsj.n26447,forms.3211210000,irregverb.irregverbn26447ps2,irreginfl.irregular2
διδῶς,lsj.n26447,forms.3311210000,irregverb.irregverbn26447ps3,irreginfl.irregular2
διδῶμεν,lsj.n26447,forms.3131210000,irregverb.irregverbn26447ps4,irreginfl.irregular2
διδῶτε,lsj.n26447,forms.3231210000,irregverb.irregverbn26447ps5,irreginfl.irregular2
διδῶσι,lsj.n26447,forms.3331210000,irregverb.irregverbn26447ps6,irreginfl.irregular2
διδῶσιν,lsj.n26447,forms.3331210000,irregverb.irregverbn26447ps6b,irreginfl.irregular2
δίδωμαι,lsj.n26447,forms.3111220000,irregverb.irregverbn26447ps7,irreginfl.irregular2
δίδῳ,lsj.n26447,forms.3211220000,irregverb.irregverbn26447ps8,irreginfl.irregular2
δίδωται,lsj.n26447,forms.3311220000,irregverb.irregverbn26447ps9,irreginfl.irregular2
διδώμεθα,lsj.n26447,forms.3131220000,irregverb.irregverbn26447ps10,irreginfl.irregular2
διδώσθε,lsj.n26447,forms.3231220000,irregverb.irregverbn26447ps11,irreginfl.irregular2
δίδωνται,lsj.n26447,forms.3331220000,irregverb.irregverbn26447ps12,irreginfl.irregular2
δίδωμαι,lsj.n26447,forms.3111230000,irregverb.irregverbn26447ps13,irreginfl.irregular2
δίδῳ,lsj.n26447,forms.3211230000,irregverb.irregverbn26447ps14,irreginfl.irregular2
δίδωται,lsj.n26447,forms.3311230000,irregverb.irregverbn26447ps15,irreginfl.irregular2
διδώμεθα,lsj.n26447,forms.3131230000,irregverb.irregverbn26447ps16,irreginfl.irregular2
διδώσθε,lsj.n26447,forms.3231230000,irregverb.irregverbn26447ps17,irreginfl.irregular2
δίδωνται,lsj.n26447,forms.3331230000,irregverb.irregverbn26447ps18,irreginfl.irregular2
ἔφην,lsj.n110639,forms.3112110000,irregverb.irregverbn110639imp1,irreginfl.irregular2
ἔφης,lsj.n110639,forms.3212110000,irregverb.irregverbn110639imp2,irreginfl.irregular2
ἔφησθα,lsj.n110639,forms.3212110000,irregverb.irregverbn110639imp2b,irreginfl.irregular2
ἔφη,lsj.n110639,forms.3312110000,irregverb.irregverbn110639imp3,irreginfl.irregular2
ἔφαμεν,lsj.n110639,forms.3132110000,irregverb.irregverbn110639imp4,irreginfl.irregular2
ἔφατε,lsj.n110639,forms.3232110000,irregverb.irregverbn110639imp5,irreginfl.irregular2
ἔφασαν,lsj.n110639,forms.3332110000,irregverb.irregverbn110639imp6,irreginfl.irregular2
φημί,lsj.n110639,forms.3111110000,irregverb.irregverbn110639p1,irreginfl.irregular2
φῄς,lsj.n110639,forms.3211110000,irregverb.irregverbn110639p2,irreginfl.irregular2
φαμέν,lsj.n110639,forms.3131110000,irregverb.irregverbn110639p4,irreginfl.irregular2
φατέ,lsj.n110639,forms.3231110000,irregverb.irregverbn110639p5,irreginfl.irregular2
φασί,lsj.n110639,forms.3331110000,irregverb.irregverbn110639p6,irreginfl.irregular2
φασίν,lsj.n110639,forms.3331110000,irregverb.irregverbn110639p6b,irreginfl.irregular2
φαθί,lsj.n110639,forms.3211410000,irregverb.irregverbn110639impv2,irreginfl.irregular2
φάθι,lsj.n110639,forms.3211410000,irregverb.irregverbn110639impv2b,irreginfl.irregular2
φάτω,lsj.n110639,forms.3311410000,irregverb.irregverbn110639impv3,irreginfl.irregular2
φάτε,lsj.n110639,forms.3231410000,irregverb.irregverbn110639impv5,irreginfl.irregular2
φάντων,lsj.n110639,forms.3331410000,irregverb.irregverbn110639impv6,irreginfl.irregular2
φαίην,lsj.n110639,forms.3111310000,irregverb.irregverbn110639po1,irreginfl.irregular2
φαίης,lsj.n110639,forms.3211310000,irregverb.irregverbn110639po2,irreginfl.irregular2
φαίη,lsj.n110639,forms.3311310000,irregverb.irregverbn110639po3,irreginfl.irregular2
φαῖμεν,lsj.n110639,forms.3131310000,irregverb.irregverbn110639po4,irreginfl.irregular2
φαίημεν,lsj.n110639,forms.3131310000,irregverb.irregverbn110639po4b,irreginfl.irregular2
φαῖητε,lsj.n110639,forms.3231310000,irregverb.irregverbn110639po5,irreginfl.irregular2
φαῖεν,lsj.n110639,forms.3331310000,irregverb.irregverbn110639po6,irreginfl.irregular2
φαῖησαν,lsj.n110639,forms.3331310000,irregverb.irregverbn110639po6b,irreginfl.irregular2
φῶ,lsj.n110639,forms.3111210000,irregverb.irregverbn110639ps1,irreginfl.irregular2
φῇς,lsj.n110639,forms.3211210000,irregverb.irregverbn110639ps2,irreginfl.irregular2
φῇ,lsj.n110639,forms.3311210000,irregverb.irregverbn110639ps3,irreginfl.irregular2
φῶμεν,lsj.n110639,forms.3131210000,irregverb.irregverbn110639ps4,irreginfl.irregular2
φῆτε,lsj.n110639,forms.3231210000,irregverb.irregverbn110639ps5,irreginfl.irregular2
φῶσι,lsj.n110639,forms.3331210000,irregverb.irregverbn110639ps6,irreginfl.irregular2
φῶσιν,lsj.n110639,forms.3331210000,irregverb.irregverbn110639ps6b,irreginfl.irregular2
ἧκα,lsj.n50165,forms.3113110000,irregverb.irregverbn50165a1,irreginfl.irregular2
εἷκας,lsj.n50165,forms.3213110000,irregverb.irregverbn50165a2,irreginfl.irregular2
εἷκε,lsj.n50165,forms.3313110000,irregverb.irregverbn50165a3,irreginfl.irregular2
εἷκεν,lsj.n50165,forms.3313110000,irregverb.irregverbn50165a3b,irreginfl.irregular2
εἷκαμεν,lsj.n50165,forms.3133110000,irregverb.irregverbn50165a4,irreginfl.irregular2
εἷκατε,lsj.n50165,forms.3233110000,irregverb.irregverbn50165a5,irreginfl.irregular2
εἷκασι,lsj.n50165,forms.3333110000,irregverb.irregverbn50165a6,irreginfl.irregular2
εἷκασιν,lsj.n50165,forms.3333110000,irregverb.irregverbn50165a6b,irreginfl.irregular2
ἥμην,lsj.n50165,forms.3113120000,irregverb.irregverbn50165a7,irreginfl.irregular2
ἧσο,lsj.n50165,forms.3213120000,irregverb.irregverbn50165a8,irreginfl.irregular2
ἧτο,lsj.n50165,forms.3313120000,irregverb.irregverbn50165a9,irreginfl.irregular2
ἥμεθα,lsj.n50165,forms.3133120000,irregverb.irregverbn50165a10,irreginfl.irregular2
ἧσθε,lsj.n50165,forms.3233120000,irregverb.irregverbn50165a11,irreginfl.irregular2
ἧντο,lsj.n50165,forms.3333120000,irregverb.irregverbn50165a12,irreginfl.irregular2
εἵην,lsj.n50165,forms.3113310000,irregverb.irregverbn50165ao1,irreginfl.irregular2
εἵης,lsj.n50165,forms.3213310000,irregverb.irregverbn50165ao2,irreginfl.irregular2
εἵη,lsj.n50165,forms.3313310000,irregverb.irregverbn50165ao3,irreginfl.irregular2
εἷμεν,lsj.n50165,forms.3133310000,irregverb.irregverbn50165ao4,irreginfl.irregular2
εἷτε,lsj.n50165,forms.3233310000,irregverb.irregverbn50165ao5,irreginfl.irregular2
εἷεν,lsj.n50165,forms.3333310000,irregverb.irregverbn50165ao6,irreginfl.irregular2
εἵμην,lsj.n50165,forms.3113320000,irregverb.irregverbn50165ao7,irreginfl.irregular2
εἷο,lsj.n50165,forms.3213320000,irregverb.irregverbn50165ao8,irreginfl.irregular2
εἷτο,lsj.n50165,forms.3313320000,irregverb.irregverbn50165ao9,irreginfl.irregular2
εἵμεθα,lsj.n50165,forms.3133320000,irregverb.irregverbn50165ao10,irreginfl.irregular2
εἷσθε,lsj.n50165,forms.3233320000,irregverb.irregverbn50165ao11,irreginfl.irregular2
εἷντο,lsj.n50165,forms.3333320000,irregverb.irregverbn50165ao12,irreginfl.irregular2
ὧ,lsj.n50165,forms.3113210000,irregverb.irregverbn50165as1,irreginfl.irregular2
ᾗς,lsj.n50165,forms.3213210000,irregverb.irregverbn50165as2,irreginfl.irregular2
ᾗ,lsj.n50165,forms.3313210000,irregverb.irregverbn50165as3,irreginfl.irregular2
ὧμεν,lsj.n50165,forms.3133210000,irregverb.irregverbn50165as4,irreginfl.irregular2
ἧτε,lsj.n50165,forms.3233210000,irregverb.irregverbn50165as5,irreginfl.irregular2
ὧσι,lsj.n50165,forms.3333210000,irregverb.irregverbn50165as6,irreginfl.irregular2
ὧσιν,lsj.n50165,forms.3333210000,irregverb.irregverbn50165as6b,irreginfl.irregular2
ὧμαι,lsj.n50165,forms.3113220000,irregverb.irregverbn50165as7,irreginfl.irregular2
ᾗ,lsj.n50165,forms.3213220000,irregverb.irregverbn50165as8,irreginfl.irregular2
ἧται,lsj.n50165,forms.3313220000,irregverb.irregverbn50165as9,irreginfl.irregular2
ὥμεθα,lsj.n50165,forms.3133220000,irregverb.irregverbn50165as10,irreginfl.irregular2
ἧσθε,lsj.n50165,forms.3233220000,irregverb.irregverbn50165as11,irreginfl.irregular2
ἧσθε,lsj.n50165,forms.3333220000,irregverb.irregverbn50165as12,irreginfl.irregular2
ἵην,lsj.n50165,forms.3112110000,irregverb.irregverbn50165imp1,irreginfl.irregular2
ἵεις,lsj.n50165,forms.3212110000,irregverb.irregverbn50165imp2,irreginfl.irregular2
ἵει,lsj.n50165,forms.3312110000,irregverb.irregverbn50165imp3,irreginfl.irregular2
ἵεμεν,lsj.n50165,forms.3132110000,irregverb.irregverbn50165imp4,irreginfl.irregular2
ἵετε,lsj.n50165,forms.3232110000,irregverb.irregverbn50165imp5,irreginfl.irregular2
ἵεσαν,lsj.n50165,forms.3332110000,irregverb.irregverbn50165imp6,irreginfl.irregular2
ἱέμην,lsj.n50165,forms.3112120000,irregverb.irregverbn50165imp7,irreginfl.irregular2
ἵεσο,lsj.n50165,forms.3212120000,irregverb.irregverbn50165imp8,irreginfl.irregular2
ἵετο,lsj.n50165,forms.3312120000,irregverb.irregverbn50165imp9,irreginfl.irregular2
ἱέμεθα,lsj.n50165,forms.3132120000,irregverb.irregverbn50165imp10,irreginfl.irregular2
ἵεσθε,lsj.n50165,forms.3232120000,irregverb.irregverbn50165imp11,irreginfl.irregular2
ἵεντο,lsj.n50165,forms.3332120000,irregverb.irregverbn50165imp12,irreginfl.irregular2
ἱέμην,lsj.n50165,forms.3112130000,irregverb.irregverbn50165imp13,irreginfl.irregular2
ἵεσο,lsj.n50165,forms.3212130000,irregverb.irregverbn50165imp14,irreginfl.irregular2
ἵετο,lsj.n50165,forms.3312130000,irregverb.irregverbn50165imp15,irreginfl.irregular2
ἱέμεθα,lsj.n50165,forms.3132130000,irregverb.irregverbn50165imp16,irreginfl.irregular2
ἵεσθε,lsj.n50165,forms.3232130000,irregverb.irregverbn50165imp17,irreginfl.irregular2
ἵεντο,lsj.n50165,forms.3332130000,irregverb.irregverbn50165imp18,irreginfl.irregular2
ἵημι,lsj.n50165,forms.3111110000,irregverb.irregverbn50165p1,irreginfl.irregular2
ἵεις,lsj.n50165,forms.3211110000,irregverb.irregverbn50165p2,irreginfl.irregular2
ἵησι,lsj.n50165,forms.3311110000,irregverb.irregverbn50165p3,irreginfl.irregular2
ἵησιν,lsj.n50165,forms.3311110000,irregverb.irregverbn50165p3b,irreginfl.irregular2
ἵεμεν,lsj.n50165,forms.3131110000,irregverb.irregverbn50165p4,irreginfl.irregular2
ἵετε,lsj.n50165,forms.3231110000,irregverb.irregverbn50165p5,irreginfl.irregular2
ἱᾶσι,lsj.n50165,forms.3331110000,irregverb.irregverbn50165p6,irreginfl.irregular2
ἱᾶσιν,lsj.n50165,forms.3331110000,irregverb.irregverbn50165p6b,irreginfl.irregular2
ἵεμαι,lsj.n50165,forms.3111120000,irregverb.irregverbn50165p7,irreginfl.irregular2
ἵεσαι,lsj.n50165,forms.3211120000,irregverb.irregverbn50165p8,irreginfl.irregular2
ἵεται,lsj.n50165,forms.3311120000,irregverb.irregverbn50165p9,irreginfl.irregular2
ἱέμεθα,lsj.n50165,forms.3131120000,irregverb.irregverbn50165p10,irreginfl.irregular2
ἵεσθε,lsj.n50165,forms.3231120000,irregverb.irregverbn50165p11,irreginfl.irregular2
ἵενται,lsj.n50165,forms.3331120000,irregverb.irregverbn50165p12,irreginfl.irregular2
ἵεμαι,lsj.n50165,forms.3111130000,irregverb.irregverbn50165p13,irreginfl.irregular2
ἵεσαι,lsj.n50165,forms.3211130000,irregverb.irregverbn50165p14,irreginfl.irregular2
ἵεται,lsj.n50165,forms.3311130000,irregverb.irregverbn50165p15,irreginfl.irregular2
ἱέμεθα,lsj.n50165,forms.3131130000,irregverb.irregverbn50165p16,irreginfl.irregular2
ἵεσθε,lsj.n50165,forms.3231130000,irregverb.irregverbn50165p17,irreginfl.irregular2
ἵενται,lsj.n50165,forms.3331130000,irregverb.irregverbn50165p18,irreginfl.irregular2
ἑς,lsj.n50165,forms.3211410000,irregverb.irregverbn50165impv2,irreginfl.irregular2
ἕτω,lsj.n50165,forms.3311410000,irregverb.irregverbn50165impv3,irreginfl.irregular2
ἕτε,lsj.n50165,forms.3231410000,irregverb.irregverbn50165impv5,irreginfl.irregular2
ἕντων,lsj.n50165,forms.3331410000,irregverb.irregverbn50165impv6,irreginfl.irregular2
ἱείην,lsj.n50165,forms.3111310000,irregverb.irregverbn50165po1,irreginfl.irregular2
ἱείης,lsj.n50165,forms.3211310000,irregverb.irregverbn50165po2,irreginfl.irregular2
ἱείη,lsj.n50165,forms.3311310000,irregverb.irregverbn50165po3,irreginfl.irregular2
ἱεῖμεν,lsj.n50165,forms.3131310000,irregverb.irregverbn50165po4,irreginfl.irregular2
ἱεῖτε,lsj.n50165,forms.3231310000,irregverb.irregverbn50165po5,irreginfl.irregular2
ἱεῖεν,lsj.n50165,forms.3331310000,irregverb.irregverbn50165po6,irreginfl.irregular2
ἱείμην,lsj.n50165,forms.3111320000,irregverb.irregverbn50165po7,irreginfl.irregular2
ἱεῖο,lsj.n50165,forms.3211320000,irregverb.irregverbn50165po8,irreginfl.irregular2
ἱεῖτο,lsj.n50165,forms.3311320000,irregverb.irregverbn50165po9,irreginfl.irregular2
ἱείμεθα,lsj.n50165,forms.3131320000,irregverb.irregverbn50165po10,irreginfl.irregular2
ἱεῖσθε,lsj.n50165,forms.3231320000,irregverb.irregverbn50165po11,irreginfl.irregular2
ἱεῖντο,lsj.n50165,forms.3331320000,irregverb.irregverbn50165po12,irreginfl.irregular2
ἱείμην,lsj.n50165,forms.3111330000,irregverb.irregverbn50165po13,irreginfl.irregular2
ἱεῖο,lsj.n50165,forms.3211330000,irregverb.irregverbn50165po14,irreginfl.irregular2
ἱεῖτο,lsj.n50165,forms.3311330000,irregverb.irregverbn50165po15,irreginfl.irregular2
ἱείμεθα,lsj.n50165,forms.3131330000,irregverb.irregverbn50165po16,irreginfl.irregular2
ἱεῖσθε,lsj.n50165,forms.3231330000,irregverb.irregverbn50165po17,irreginfl.irregular2
ἱεῖντο,lsj.n50165,forms.3331330000,irregverb.irregverbn50165po18,irreginfl.irregular2
ἱῶ,lsj.n50165,forms.3111210000,irregverb.irregverbn50165ps1,irreginfl.irregular2
ἱῇς,lsj.n50165,forms.3211210000,irregverb.irregverbn50165ps2,irreginfl.irregular2
ἱῇ,lsj.n50165,forms.3311210000,irregverb.irregverbn50165ps3,irreginfl.irregular2
ἱῶμεν,lsj.n50165,forms.3131210000,irregverb.irregverbn50165ps4,irreginfl.irregular2
ἱῆτε,lsj.n50165,forms.3231210000,irregverb.irregverbn50165ps5,irreginfl.irregular2
ἱῶσι,lsj.n50165,forms.3331210000,irregverb.irregverbn50165ps6,irreginfl.irregular2
ἱῶσιν,lsj.n50165,forms.3331210000,irregverb.irregverbn50165ps6b,irreginfl.irregular2
ἱῶμαι,lsj.n50165,forms.3111220000,irregverb.irregverbn50165ps7,irreginfl.irregular2
ἱῇ,lsj.n50165,forms.3211220000,irregverb.irregverbn50165ps8,irreginfl.irregular2
ἱῆται,lsj.n50165,forms.3311220000,irregverb.irregverbn50165ps9,irreginfl.irregular2
ἱώμεθα,lsj.n50165,forms.3131220000,irregverb.irregverbn50165ps10,irreginfl.irregular2
ἱῆσθε,lsj.n50165,forms.3231220000,irregverb.irregverbn50165ps11,irreginfl.irregular2
ἱῶνται,lsj.n50165,forms.3331220000,irregverb.irregverbn50165ps12,irreginfl.irregular2
ἱῶμαι,lsj.n50165,forms.3111230000,irregverb.irregverbn50165ps13,irreginfl.irregular2
ἱῇ,lsj.n50165,forms.3211230000,irregverb.irregverbn50165ps14,irreginfl.irregular2
ἱῆται,lsj.n50165,forms.3311230000,irregverb.irregverbn50165ps15,irreginfl.irregular2
ἱώμεθα,lsj.n50165,forms.3131230000,irregverb.irregverbn50165ps16,irreginfl.irregular2
ἱῆσθε,lsj.n50165,forms.3231230000,irregverb.irregverbn50165ps17,irreginfl.irregular2
ἱῶνται,lsj.n50165,forms.3331230000,irregverb.irregverbn50165ps18,irreginfl.irregular2
ἔστην,lsj.n51241,forms.3113110000,irregverb.irregverbn51241a1,irreginfl.irregular2
ἔστης,lsj.n51241,forms.3213110000,irregverb.irregverbn51241a2,irreginfl.irregular2
ἔστη,lsj.n51241,forms.3313110000,irregverb.irregverbn51241a3,irreginfl.irregular2
ἔστημεν,lsj.n51241,forms.3133110000,irregverb.irregverbn51241a4,irreginfl.irregular2
ἔστητε,lsj.n51241,forms.3233110000,irregverb.irregverbn51241a5,irreginfl.irregular2
ἔστησαν,lsj.n51241,forms.3333110000,irregverb.irregverbn51241a6,irreginfl.irregular2
σταίην,lsj.n51241,forms.3113310000,irregverb.irregverbn51241ao1,irreginfl.irregular2
σταίης,lsj.n51241,forms.3213310000,irregverb.irregverbn51241ao2,irreginfl.irregular2
σταίη,lsj.n51241,forms.3313310000,irregverb.irregverbn51241ao3,irreginfl.irregular2
σταῖμεν,lsj.n51241,forms.3133310000,irregverb.irregverbn51241ao4,irreginfl.irregular2
σταῖτε,lsj.n51241,forms.3233310000,irregverb.irregverbn51241ao5,irreginfl.irregular2
σταῖεν,lsj.n51241,forms.3333310000,irregverb.irregverbn51241ao6,irreginfl.irregular2
σταίμην,lsj.n51241,forms.3113320000,irregverb.irregverbn51241ao7,irreginfl.irregular2
σταῖο,lsj.n51241,forms.3213320000,irregverb.irregverbn51241ao8,irreginfl.irregular2
σταῖτο,lsj.n51241,forms.3313320000,irregverb.irregverbn51241ao9,irreginfl.irregular2
σταίμεθα,lsj.n51241,forms.3133320000,irregverb.irregverbn51241ao10,irreginfl.irregular2
σταῖσθε,lsj.n51241,forms.3233320000,irregverb.irregverbn51241ao11,irreginfl.irregular2
σταῖντο,lsj.n51241,forms.3333320000,irregverb.irregverbn51241ao12,irreginfl.irregular2
στῶ,lsj.n51241,forms.3113210000,irregverb.irregverbn51241as1,irreginfl.irregular2
στῇς,lsj.n51241,forms.3213210000,irregverb.irregverbn51241as2,irreginfl.irregular2
στῇ,lsj.n51241,forms.3313210000,irregverb.irregverbn51241as3,irreginfl.irregular2
στῶμεν,lsj.n51241,forms.3133210000,irregverb.irregverbn51241as4,irreginfl.irregular2
στῆτε,lsj.n51241,forms.3233210000,irregverb.irregverbn51241as5,irreginfl.irregular2
στώσι,lsj.n51241,forms.3333210000,irregverb.irregverbn51241as6,irreginfl.irregular2
στώσιν,lsj.n51241,forms.3333210000,irregverb.irregverbn51241as6b,irreginfl.irregular2
στῶμαι,lsj.n51241,forms.3113220000,irregverb.irregverbn51241as7,irreginfl.irregular2
στῇ,lsj.n51241,forms.3213220000,irregverb.irregverbn51241as8,irreginfl.irregular2
στῆται,lsj.n51241,forms.3313220000,irregverb.irregverbn51241as9,irreginfl.irregular2
στώμεθα,lsj.n51241,forms.3133220000,irregverb.irregverbn51241as10,irreginfl.irregular2
στῆσθε,lsj.n51241,forms.3233220000,irregverb.irregverbn51241as11,irreginfl.irregular2
στῶνται,lsj.n51241,forms.3333220000,irregverb.irregverbn51241as12,irreginfl.irregular2
ἵστην,lsj.n51241,forms.3112110000,irregverb.irregverbn51241imp1,irreginfl.irregular2
ἵστης,lsj.n51241,forms.3212110000,irregverb.irregverbn51241imp2,irreginfl.irregular2
ἵστη,lsj.n51241,forms.3312110000,irregverb.irregverbn51241imp3,irreginfl.irregular2
ἵσταμεν,lsj.n51241,forms.3132110000,irregverb.irregverbn51241imp4,irreginfl.irregular2
ἵστατε,lsj.n51241,forms.3232110000,irregverb.irregverbn51241imp5,irreginfl.irregular2
ἵστασαν,lsj.n51241,forms.3332110000,irregverb.irregverbn51241imp6,irreginfl.irregular2
ἱστάμην,lsj.n51241,forms.3112120000,irregverb.irregverbn51241imp7,irreginfl.irregular2
ἵστασο,lsj.n51241,forms.3212120000,irregverb.irregverbn51241imp8,irreginfl.irregular2
ἵστατο,lsj.n51241,forms.3312120000,irregverb.irregverbn51241imp9,irreginfl.irregular2
ἱστάμεθα,lsj.n51241,forms.3132120000,irregverb.irregverbn51241imp10,irreginfl.irregular2
ἵστασθε,lsj.n51241,forms.3232120000,irregverb.irregverbn51241imp11,irreginfl.irregular2
ἵσταντο,lsj.n51241,forms.3332120000,irregverb.irregverbn51241imp12,irreginfl.irregular2
ἱστάμην,lsj.n51241,forms.3112130000,irregverb.irregverbn51241imp13,irreginfl.irregular2
ἵστασο,lsj.n51241,forms.3212130000,irregverb.irregverbn51241imp14,irreginfl.irregular2
ἵστατο,lsj.n51241,forms.3312130000,irregverb.irregverbn51241imp15,irreginfl.irregular2
ἱστάμεθα,lsj.n51241,forms.3132130000,irregverb.irregverbn51241imp16,irreginfl.irregular2
ἵστασθε,lsj.n51241,forms.3232130000,irregverb.irregverbn51241imp17,irreginfl.irregular2
